symbol,company_name,series,date of listing,paid up value,market lot,isin number,face value,ingestion_time
GUJGASLTD,Gujarat Gas Limited,EQ,15-SEP-2015,2,1,INE844O01030,2,2026-02-18 17:27:57.692675
GUJTHEM,Gujarat Themis Biosyn Limited,EQ,25-FEB-2025,1,1,INE942C01045,1,2026-02-18 17:27:57.692675
GULFOILLUB,Gulf Oil Lubricants India Limited,EQ,31-JUL-2014,2,1,INE635Q01029,2,2026-02-18 17:27:57.692675
GULFPETRO,GP Petroleums Limited,EQ,24-SEP-2004,5,1,INE586G01017,5,2026-02-18 17:27:57.692675
GULPOLY,Gulshan Polyols Limited,EQ,28-JAN-2015,1,1,INE255D01024,1,2026-02-18 17:27:57.692675
GVPIL,GE Power India Limited,EQ,19-APR-2000,10,1,INE878A01011,10,2026-02-18 17:27:57.692675
GVPTECH,GVP Infotech Limited,EQ,06-SEP-2022,2,1,INE382T01030,2,2026-02-18 17:27:57.692675
GVT&D,GE Vernova T&D India Limited,EQ,30-JUN-2008,2,1,INE200A01026,2,2026-02-18 17:27:57.692675
HAL,Hindustan Aeronautics Limited,EQ,28-MAR-2018,5,1,INE066F01020,5,2026-02-18 17:27:57.692675
HAPPSTMNDS,Happiest Minds Technologies Limited,EQ,17-SEP-2020,2,1,INE419U01012,2,2026-02-18 17:27:57.692675
HAPPYFORGE,Happy Forgings Limited,EQ,27-DEC-2023,2,1,INE330T01021,2,2026-02-18 17:27:57.692675
HARIOMPIPE,Hariom Pipe Industries Limited,EQ,13-APR-2022,10,1,INE00EV01017,10,2026-02-18 17:27:57.692675
HARRMALAYA,Harrisons  Malayalam Limited,EQ,08-FEB-1995,10,1,INE544A01019,10,2026-02-18 17:27:57.692675
HARSHA,Harsha Engineers International Limited,EQ,26-SEP-2022,10,1,INE0JUS01029,10,2026-02-18 17:27:57.692675
HATHWAY,Hathway Cable & Datacom Limited,EQ,25-FEB-2010,2,1,INE982F01036,2,2026-02-18 17:27:57.692675
HATSUN,Hatsun Agro Product Limited,EQ,20-JUN-2014,1,1,INE473B01035,1,2026-02-18 17:27:57.692675
HAVELLS,Havells India Limited,EQ,21-MAR-2001,1,1,INE176B01034,1,2026-02-18 17:27:57.692675
HAVISHA,Sri Havisha Hospitality and Infrastructure Limited,EQ,16-FEB-2000,2,1,INE293B01029,2,2026-02-18 17:27:57.692675
HBLENGINE,HBL Engineering Limited,EQ,04-JAN-2007,1,1,INE292B01021,1,2026-02-18 17:27:57.692675
HCC,Hindustan Construction Company Limited,EQ,01-APR-2003,1,1,INE549A01026,1,2026-02-18 17:27:57.692675
HCG,Healthcare Global Enterprises Limited,EQ,30-MAR-2016,10,1,INE075I01017,10,2026-02-18 17:27:57.692675
HCL-INSYS,HCL Infosystems Limited,EQ,01-JAN-1997,2,1,INE236A01020,2,2026-02-18 17:27:57.692675
HCLTECH,HCL Technologies Limited,EQ,06-JAN-2000,2,1,INE860A01027,2,2026-02-18 17:27:57.692675
HDBFS,HDB Financial Services Limited,EQ,02-JUL-2025,10,1,INE756I01012,10,2026-02-18 17:27:57.692675
HDFCAMC,HDFC Asset Management Company Limited,EQ,06-AUG-2018,5,1,INE127D01025,5,2026-02-18 17:27:57.692675
HDFCBANK,HDFC Bank Limited,EQ,08-NOV-1995,1,1,INE040A01034,1,2026-02-18 17:27:57.692675
HDFCLIFE,HDFC Life Insurance Company Limited,EQ,17-NOV-2017,10,1,INE795G01014,10,2026-02-18 17:27:57.692675
HEADSUP,Heads UP Ventures Limited,EQ,14-DEC-2016,10,1,INE759V01019,10,2026-02-18 17:27:57.692675
HECPROJECT,HEC Infra Projects Limited,EQ,30-DEC-2021,10,1,INE558R01013,10,2026-02-18 17:27:57.692675
HEG,HEG Limited,EQ,10-MAY-1995,2,1,INE545A01024,2,2026-02-18 17:27:57.692675
HEIDELBERG,HeidelbergCement India Limited,EQ,15-MAR-1995,10,1,INE578A01017,10,2026-02-18 17:27:57.692675
HEMIPROP,Hemisphere Properties India Limited,EQ,22-OCT-2020,10,1,INE0AJG01018,10,2026-02-18 17:27:57.692675
HERANBA,Heranba Industries Limited,EQ,05-MAR-2021,10,1,INE694N01015,10,2026-02-18 17:27:57.692675
HERITGFOOD,Heritage Foods Limited,EQ,27-NOV-1996,5,1,INE978A01027,5,2026-02-18 17:27:57.692675
HEROMOTOCO,Hero MotoCorp Limited,EQ,11-APR-2003,2,1,INE158A01026,2,2026-02-18 17:27:57.692675
HESTERBIO,Hester Biosciences Limited,EQ,13-MAR-2015,10,1,INE782E01017,10,2026-02-18 17:27:57.692675
HEXATRADEX,Hexa Tradex Limited,EQ,20-APR-2012,2,1,INE750M01017,2,2026-02-18 17:27:57.692675
HEXT,Hexaware Technologies Limited,EQ,19-FEB-2025,1,1,INE093A01041,1,2026-02-18 17:27:57.692675
HFCL,HFCL Limited,EQ,09-MAR-2011,1,1,INE548A01028,1,2026-02-18 17:27:57.692675
HGINFRA,H.G. Infra Engineering Limited,EQ,09-MAR-2018,10,1,INE926X01010,10,2026-02-18 17:27:57.692675
HGM,HandsOn Global Management (HGM) Limited,EQ,27-SEP-2006,10,1,INE596H01014,10,2026-02-18 17:27:57.692675
HGS,Hinduja Global Solutions Limited,EQ,19-JUN-2007,10,1,INE170I01016,10,2026-02-18 17:27:57.692675
HIKAL,Hikal Limited,EQ,14-FEB-2001,2,1,INE475B01022,2,2026-02-18 17:27:57.692675
HILINFRA,Highway Infrastructure Limited,EQ,12-AUG-2025,5,1,INE00RL01028,5,2026-02-18 17:27:57.692675
HILTON,Hilton Metal Forging Limited,EQ,24-MAY-2007,10,1,INE788H01017,10,2026-02-18 17:27:57.692675
HIMATSEIDE,Himatsingka Seide Limited,EQ,08-FEB-1995,5,1,INE049A01027,5,2026-02-18 17:27:57.692675
HINDALCO,Hindalco Industries Limited,EQ,08-JAN-1997,1,1,INE038A01020,1,2026-02-18 17:27:57.692675
HINDCOMPOS,Hindustan Composites Limited,EQ,08-MAY-1996,5,1,INE310C01029,5,2026-02-18 17:27:57.692675
HINDCON,Hindcon Chemicals Limited,EQ,05-JUL-2021,2,1,INE642Y01029,2,2026-02-18 17:27:57.692675
HINDCOPPER,Hindustan Copper Limited,EQ,15-SEP-2010,5,1,INE531E01026,5,2026-02-18 17:27:57.692675
HINDOILEXP,Hindustan Oil Exploration Company Limited,EQ,23-SEP-2003,10,1,INE345A01011,10,2026-02-18 17:27:57.692675
HINDPETRO,Hindustan Petroleum Corporation Limited,EQ,17-JUN-1998,10,1,INE094A01015,10,2026-02-18 17:27:57.692675
HINDUNILVR,Hindustan Unilever Limited,EQ,06-JUL-1995,1,1,INE030A01027,1,2026-02-18 17:27:57.692675
HINDWAREAP,Hindware Home Innovation Limited,EQ,26-DEC-2019,2,1,INE05AN01011,2,2026-02-18 17:27:57.692675
HINDZINC,Hindustan Zinc Limited,EQ,21-NOV-2006,2,1,INE267A01025,2,2026-02-18 17:27:57.692675
HIRECT,Hind Rectifiers Limited,EQ,26-DEC-2006,2,1,INE835D01023,2,2026-02-18 17:27:57.692675
HISARMETAL,Hisar Metal Industries Limited,EQ,05-JAN-2017,10,1,INE598C01011,10,2026-02-18 17:27:57.692675
HITECH,Hi-Tech Pipes Limited,EQ,07-MAY-2018,1,1,INE106T01025,1,2026-02-18 17:27:57.692675
HITECHCORP,Hitech Corporation Limited,EQ,20-DEC-2007,10,1,INE120D01012,10,2026-02-18 17:27:57.692675
HLEGLAS,HLE Glascoat Limited,EQ,09-FEB-2023,2,1,INE461D01028,2,2026-02-18 17:27:57.692675
HLVLTD,HLV LIMITED,EQ,19-JUL-1995,2,1,INE102A01024,2,2026-02-18 17:27:57.692675
HMAAGRO,HMA Agro Industries Limited,EQ,04-JUL-2023,1,1,INE0ECP01024,1,2026-02-18 17:27:57.692675
HMVL,Hindustan Media Ventures Limited,EQ,21-JUL-2010,10,1,INE871K01015,10,2026-02-18 17:27:57.692675
HNDFDS,Hindustan Foods Limited,EQ,06-JUN-2023,2,1,INE254N01026,2,2026-02-18 17:27:57.692675
HOMEFIRST,Home First Finance Company India Limited,EQ,03-FEB-2021,2,1,INE481N01025,2,2026-02-18 17:27:57.692675
HONASA,Honasa Consumer Limited,EQ,07-NOV-2023,10,1,INE0J5401028,10,2026-02-18 17:27:57.692675
HONAUT,Honeywell Automation India Limited,EQ,18-JUL-2003,10,1,INE671A01010,10,2026-02-18 17:27:57.692675
HONDAPOWER,Honda India Power Products Limited,EQ,01-APR-2003,10,1,INE634A01018,10,2026-02-18 17:27:57.692675
HPAL,HP Adhesives Limited,EQ,27-DEC-2021,2,1,INE0GSL01024,2,2026-02-18 17:27:57.692675
HPIL,Hindprakash Industries Limited,EQ,07-NOV-2022,10,1,INE05X901010,10,2026-02-18 17:27:57.692675
HPL,HPL Electric & Power Limited,EQ,04-OCT-2016,10,1,INE495S01016,10,2026-02-18 17:27:57.692675
HSCL,Himadri Speciality Chemical Limited,EQ,02-MAR-2007,1,1,INE019C01026,1,2026-02-18 17:27:57.692675
HTMEDIA,HT Media Limited,EQ,01-SEP-2005,2,1,INE501G01024,2,2026-02-18 17:27:57.692675
HUBTOWN,Hubtown Limited,EQ,07-FEB-2007,10,1,INE703H01016,10,2026-02-18 17:27:57.692675
HUDCO,Housing & Urban Development Corporation Limited,EQ,19-MAY-2017,10,1,INE031A01017,10,2026-02-18 17:27:57.692675
HUHTAMAKI,Huhtamaki India Limited,EQ,01-OCT-2004,2,1,INE275B01026,2,2026-02-18 17:27:57.692675
HYBRIDFIN,Hybrid Financial Services Limited,EQ,05-DEC-2022,5,1,INE965B01022,5,2026-02-18 17:27:57.692675
HYUNDAI,Hyundai Motor India Limited,EQ,22-OCT-2024,10,1,INE0V6F01027,10,2026-02-18 17:27:57.692675
IBULLSLTD,Indiabulls Limited,EQ,18-AUG-2011,2,1,INE126M01010,2,2026-02-18 17:27:57.692675
ICDSLTD,ICDS Limited,EQ,17-NOV-1999,10,1,INE613B01010,10,2026-02-18 17:27:57.692675
ICEMAKE,Ice Make Refrigeration Limited,EQ,12-OCT-2020,10,1,INE520Y01019,10,2026-02-18 17:27:57.692675
ICICIAMC,ICICI Prudential Asset Management Company Limited,EQ,19-DEC-2025,1,1,INE346A01027,1,2026-02-18 17:27:57.692675
ICICIBANK,ICICI Bank Limited,EQ,17-SEP-1997,2,1,INE090A01021,2,2026-02-18 17:27:57.692675
ICICIGI,ICICI Lombard General Insurance Company Limited,EQ,27-SEP-2017,10,1,INE765G01017,10,2026-02-18 17:27:57.692675
ICICIPRULI,ICICI Prudential Life Insurance Company Limited,EQ,29-SEP-2016,10,1,INE726G01019,10,2026-02-18 17:27:57.692675
ICIL,Indo Count Industries Limited,EQ,12-SEP-2005,2,1,INE483B01026,2,2026-02-18 17:27:57.692675
ICRA,ICRA Limited,EQ,13-APR-2007,10,1,INE725G01011,10,2026-02-18 17:27:57.692675
IDBI,IDBI Bank Limited,EQ,20-SEP-1995,10,1,INE008A01015,10,2026-02-18 17:27:57.692675
IDEA,Vodafone Idea Limited,EQ,09-MAR-2007,10,1,INE669E01016,10,2026-02-18 17:27:57.692675
IDEAFORGE,Ideaforge Technology Limited,EQ,07-JUL-2023,10,1,INE349Y01013,10,2026-02-18 17:27:57.692675
IDFCFIRSTB,IDFC First Bank Limited,EQ,06-NOV-2015,10,1,INE092T01019,10,2026-02-18 17:27:57.692675
IEX,Indian Energy Exchange Limited,EQ,23-OCT-2017,1,1,INE022Q01020,1,2026-02-18 17:27:57.692675
IFBAGRO,IFB Agro Industries Limited,EQ,03-APR-1996,10,1,INE076C01018,10,2026-02-18 17:27:57.692675
IFBIND,IFB Industries Limited,EQ,29-MAR-1995,10,1,INE559A01017,10,2026-02-18 17:27:57.692675
IFCI,IFCI Limited,EQ,26-APR-1995,10,1,INE039A01010,10,2026-02-18 17:27:57.692675
IFGLEXPOR,IFGL Refractories Limited,EQ,14-NOV-2017,10,1,INE133Y01011,10,2026-02-18 17:27:57.692675
IGARASHI,Igarashi Motors India Limited,EQ,09-OCT-2003,10,1,INE188B01013,10,2026-02-18 17:27:57.692675
IGCL,Indogulf Cropsciences Limited,EQ,03-JUL-2025,10,1,INE05J901018,10,2026-02-18 17:27:57.692675
IGIL,International Gemmological Institute (India) Limited,EQ,20-DEC-2024,2,1,INE0Q9301021,2,2026-02-18 17:27:57.692675
IGL,Indraprastha Gas Limited,EQ,26-DEC-2003,2,1,INE203G01027,2,2026-02-18 17:27:57.692675
IGPL,IG Petrochemicals Limited,EQ,29-JAN-2007,10,1,INE204A01010,10,2026-02-18 17:27:57.692675
IIFL,IIFL Finance Limited,EQ,17-MAY-2005,2,1,INE530B01024,2,2026-02-18 17:27:57.692675
IIFLCAPS,IIFL Capital Services Limited,EQ,20-SEP-2019,2,1,INE489L01022,2,2026-02-18 17:27:57.692675
IITL,Industrial Investment Trust Limited,EQ,17-AUG-2010,10,1,INE886A01014,10,2026-02-18 17:27:57.692675
IKIO,IKIO Technologies Limited,EQ,16-JUN-2023,10,1,INE0LOJ01019,10,2026-02-18 17:27:57.692675
IKS,Inventurus Knowledge Solutions Limited,EQ,19-DEC-2024,1,1,INE115Q01022,1,2026-02-18 17:27:57.692675
IMAGICAA,Imagicaaworld Entertainment Limited,EQ,06-APR-2015,10,1,INE172N01012,10,2026-02-18 17:27:57.692675
IMFA,Indian Metals & Ferro Alloys Limited,EQ,23-JUL-2010,10,1,INE919H01018,10,2026-02-18 17:27:57.692675
IMPAL,India Motor Parts and Accessories Limited,EQ,07-OCT-2005,10,1,INE547E01014,10,2026-02-18 17:27:57.692675
INCREDIBLE,INCREDIBLE INDUSTRIES LIMITED,EQ,01-JUL-2016,10,1,INE452L01012,10,2026-02-18 17:27:57.692675
INDBANK,Indbank Merchant Banking Services Limited,EQ,08-OCT-2008,10,1,INE841B01017,10,2026-02-18 17:27:57.692675
INDGN,Indegene Limited,EQ,13-MAY-2024,2,1,INE065X01017,2,2026-02-18 17:27:57.692675
INDHOTEL,The Indian Hotels Company Limited,EQ,03-JUL-1996,1,1,INE053A01029,1,2026-02-18 17:27:57.692675
INDIACEM,The India Cements Limited,EQ,31-MAY-2000,10,1,INE383A01012,10,2026-02-18 17:27:57.692675
INDIAGLYCO,India Glycols Limited,EQ,01-JUL-2005,5,1,INE560A01023,5,2026-02-18 17:27:57.692675
INDIAMART,Indiamart Intermesh Limited,EQ,04-JUL-2019,10,1,INE933S01016,10,2026-02-18 17:27:57.692675
INDIANB,Indian Bank,EQ,01-MAR-2007,10,1,INE562A01011,10,2026-02-18 17:27:57.692675
INDIANCARD,Indian Card Clothing Company Limited,EQ,08-JAN-1997,10,1,INE061A01014,10,2026-02-18 17:27:57.692675
INDIANHUME,Indian Hume Pipe Company Limited,EQ,30-AUG-1995,2,1,INE323C01030,2,2026-02-18 17:27:57.692675
INDIASHLTR,India Shelter Finance Corporation Limited,EQ,20-DEC-2023,5,1,INE922K01024,5,2026-02-18 17:27:57.692675
INDIGO,InterGlobe Aviation Limited,EQ,10-NOV-2015,10,1,INE646L01027,10,2026-02-18 17:27:57.692675
INDIGOPNTS,Indigo Paints Limited,EQ,02-FEB-2021,10,1,INE09VQ01012,10,2026-02-18 17:27:57.692675
INDIQUBE,Indiqube Spaces Limited,EQ,30-JUL-2025,1,1,INE06ST01018,1,2026-02-18 17:27:57.692675
INDNIPPON,India Nippon Electricals Limited,EQ,07-MAY-1997,5,1,INE092B01025,5,2026-02-18 17:27:57.692675
INDOAMIN,Indo Amines Limited,EQ,29-APR-2022,5,1,INE760F01028,5,2026-02-18 17:27:57.692675
INDOBORAX,Indo Borax & Chemicals Limited,EQ,29-MAR-2022,1,1,INE803D01021,1,2026-02-18 17:27:57.692675
INDOCO,Indoco Remedies Limited,EQ,14-JAN-2005,2,1,INE873D01024,2,2026-02-18 17:27:57.692675
INDOFARM,Indo Farm Equipment Limited,EQ,07-JAN-2025,10,1,INE622H01018,10,2026-02-18 17:27:57.692675
INDORAMA,Indo Rama Synthetics (India) Limited,EQ,20-JUN-2003,10,1,INE156A01020,10,2026-02-18 17:27:57.692675
INDOSTAR,IndoStar Capital Finance Limited,EQ,21-MAY-2018,10,1,INE896L01010,10,2026-02-18 17:27:57.692675
INDOTECH,Indo Tech Transformers Limited,EQ,16-MAR-2006,10,1,INE332H01014,10,2026-02-18 17:27:57.692675
INDOTHAI,Indo Thai Securities Limited,EQ,02-NOV-2011,1,1,INE337M01021,1,2026-02-18 17:27:57.692675
INDOUS,Indo Us Biotech Limited,EQ,27-SEP-2024,10,1,INE250Z01010,10,2026-02-18 17:27:57.692675
INDOWIND,Indowind Energy Limited,EQ,14-SEP-2007,10,1,INE227G01018,10,2026-02-18 17:27:57.692675
INDRAMEDCO,Indraprastha Medical Corporation Limited,EQ,17-APR-1997,10,1,INE681B01017,10,2026-02-18 17:27:57.692675
INDSWFTLAB,Ind-Swift Laboratories Limited,EQ,02-JUL-1997,10,1,INE915B01019,10,2026-02-18 17:27:57.692675
INDTERRAIN,Indian Terrain Fashions Limited,EQ,11-MAR-2011,2,1,INE611L01021,2,2026-02-18 17:27:57.692675
INDUSINDBK,IndusInd Bank Limited,EQ,28-JAN-1998,10,1,INE095A01012,10,2026-02-18 17:27:57.692675
INDUSTOWER,Indus Towers Limited,EQ,28-DEC-2012,10,1,INE121J01017,10,2026-02-18 17:27:57.692675
INFOBEAN,InfoBeans Technologies Limited,EQ,15-JUL-2019,10,1,INE344S01016,10,2026-02-18 17:27:57.692675
INFOMEDIA,Infomedia Press Limited,EQ,12-OCT-2006,10,1,INE669A01022,10,2026-02-18 17:27:57.692675
INFY,Infosys Limited,EQ,08-FEB-1995,5,1,INE009A01021,5,2026-02-18 17:27:57.692675
INGERRAND,Ingersoll Rand (India) Limited,EQ,15-APR-1999,10,1,INE177A01018,10,2026-02-18 17:27:57.692675
INNOVACAP,Innova Captab Limited,EQ,29-DEC-2023,10,1,INE0DUT01020,10,2026-02-18 17:27:57.692675
INNOVANA,Innovana Thinklabs Limited,EQ,17-DEC-2024,10,1,INE403Y01018,10,2026-02-18 17:27:57.692675
INOXGREEN,Inox Green Energy Services Limited,EQ,23-NOV-2022,10,1,INE510W01014,10,2026-02-18 17:27:57.692675
INOXINDIA,INOX India Limited,EQ,21-DEC-2023,2,1,INE616N01034,2,2026-02-18 17:27:57.692675
INOXWIND,Inox Wind Limited,EQ,09-APR-2015,10,1,INE066P01011,10,2026-02-18 17:27:57.692675
INSECTICID,Insecticides (India) Limited,EQ,30-MAY-2007,10,1,INE070I01018,10,2026-02-18 17:27:57.692675
INSPIRISYS,Inspirisys Solutions Limited,EQ,30-OCT-2006,10,1,INE020G01017,10,2026-02-18 17:27:57.692675
INTELLECT,Intellect Design Arena Limited,EQ,18-DEC-2014,5,1,INE306R01017,5,2026-02-18 17:27:57.692675
INTENTECH,Intense Technologies Limited,EQ,23-MAR-2017,2,1,INE781A01025,2,2026-02-18 17:27:57.692675
INTERARCH,Interarch Building Solutions Limited,EQ,26-AUG-2024,10,1,INE00M901018,10,2026-02-18 17:27:57.692675
INTLCONV,International Conveyors Limited,EQ,16-SEP-2021,1,1,INE575C01027,1,2026-02-18 17:27:57.692675
INVENTURE,Inventure Growth & Securities Limited,EQ,04-AUG-2011,1,1,INE878H01024,1,2026-02-18 17:27:57.692675
IOB,Indian Overseas Bank,EQ,07-DEC-2000,10,1,INE565A01014,10,2026-02-18 17:27:57.692675
IOC,Indian Oil Corporation Limited,EQ,24-JUL-1996,10,1,INE242A01010,10,2026-02-18 17:27:57.692675
IOLCP,IOL Chemicals and Pharmaceuticals Limited,EQ,08-NOV-2010,2,1,INE485C01029,2,2026-02-18 17:27:57.692675
IONEXCHANG,ION Exchange (India) Limited,EQ,22-FEB-2022,1,1,INE570A01022,1,2026-02-18 17:27:57.692675
IPCALAB,IPCA Laboratories Limited,EQ,08-FEB-1995,1,1,INE571A01038,1,2026-02-18 17:27:57.692675
IPL,India Pesticides Limited,EQ,05-JUL-2021,1,1,INE0D6701023,1,2026-02-18 17:27:57.692675
IRB,IRB Infrastructure Developers Limited,EQ,25-FEB-2008,1,1,INE821I01022,1,2026-02-18 17:27:57.692675
IRCON,Ircon International Limited,EQ,28-SEP-2018,2,1,INE962Y01021,2,2026-02-18 17:27:57.692675
IRCTC,Indian Railway Catering And Tourism Corporation Limited,EQ,14-OCT-2019,2,1,INE335Y01020,2,2026-02-18 17:27:57.692675
IREDA,Indian Renewable Energy Development Agency Limited,EQ,29-NOV-2023,10,1,INE202E01016,10,2026-02-18 17:27:57.692675
IRFC,Indian Railway Finance Corporation Limited,EQ,29-JAN-2021,10,1,INE053F01010,10,2026-02-18 17:27:57.692675
IRIS,IRIS RegTech Solutions Limited,EQ,08-NOV-2021,10,1,INE864K01010,10,2026-02-18 17:27:57.692675
IRISDOREME,Iris Clothings Limited,EQ,22-FEB-2021,2,1,INE01GN01025,2,2026-02-18 17:27:57.692675
IRMENERGY,IRM Energy Limited,EQ,26-OCT-2023,10,1,INE07U701015,10,2026-02-18 17:27:57.692675
ISFT,Intrasoft Technologies Limited,EQ,12-APR-2010,10,1,INE566K01011,10,2026-02-18 17:27:57.692675
ISGEC,Isgec Heavy Engineering Limited,EQ,05-MAY-2021,1,1,INE858B01029,1,2026-02-18 17:27:57.692675
ISHANCH,Ishan Dyes and Chemicals Limited,EQ,24-MAR-2025,10,1,INE561M01018,10,2026-02-18 17:27:57.692675
ITC,ITC Limited,EQ,23-AUG-1995,1,1,INE154A01025,1,2026-02-18 17:27:57.692675
ITCHOTELS,ITC Hotels Limited,EQ,29-JAN-2025,1,1,INE379A01028,1,2026-02-18 17:27:57.692675
ITDC,India Tourism Development Corporation Limited,EQ,30-DEC-2016,10,1,INE353K01014,10,2026-02-18 17:27:57.692675
ITI,ITI Limited,EQ,15-SEP-2003,10,1,INE248A01017,10,2026-02-18 17:27:57.692675
IVALUE,Ivalue Infosolutions Limited,EQ,25-SEP-2025,2,1,INE056801025,2,2026-02-18 17:27:57.692675
IVC,IL&FS Investment Managers Limited,EQ,15-SEP-1999,2,1,INE050B01023,2,2026-02-18 17:27:57.692675
IVP,IVP Limited,EQ,13-SEP-1995,10,1,INE043C01018,10,2026-02-18 17:27:57.692675
IXIGO,Le Travenues Technology Limited,EQ,18-JUN-2024,1,1,INE0HV901016,1,2026-02-18 17:27:57.692675
IZMO,IZMO Limited,EQ,05-FEB-2007,10,1,INE848A01014,10,2026-02-18 17:27:57.692675
J&KBANK,The Jammu & Kashmir Bank Limited,EQ,22-JUL-1998,1,1,INE168A01041,1,2026-02-18 17:27:57.692675
JAGRAN,Jagran Prakashan Limited,EQ,22-FEB-2006,2,1,INE199G01027,2,2026-02-18 17:27:57.692675
JAGSNPHARM,Jagsonpal Pharmaceuticals Limited,EQ,01-MAR-2000,2,1,INE048B01035,2,2026-02-18 17:27:57.692675
JAIBALAJI,Jai Balaji Industries Limited,EQ,09-DEC-2003,2,1,INE091G01026,2,2026-02-18 17:27:57.692675
JAICORPLTD,Jai Corp Limited,EQ,26-NOV-1997,1,1,INE070D01027,1,2026-02-18 17:27:57.692675
JAINREC,Jain Resource Recycling Limited,EQ,01-OCT-2025,2,1,INE0YD401026,2,2026-02-18 17:27:57.692675
JAIPURKURT,Nandani Creation Limited,EQ,02-SEP-2021,10,1,INE696V01013,10,2026-02-18 17:27:57.692675
JAMNAAUTO,Jamna Auto Industries Limited,EQ,10-DEC-2010,1,1,INE039C01032,1,2026-02-18 17:27:57.692675
JARO,Jaro Institute of Technology Management and Research Limited,EQ,30-SEP-2025,10,1,INE00YJ01010,10,2026-02-18 17:27:57.692675
JASH,Jash Engineering Limited,EQ,30-OCT-2019,2,1,INE039O01029,2,2026-02-18 17:27:57.692675
JAYAGROGN,Jayant Agro Organics Limited,EQ,17-APR-1996,5,1,INE785A01026,5,2026-02-18 17:27:57.692675
JAYBARMARU,Jay Bharat Maruti Limited,EQ,03-JAN-1996,2,1,INE571B01036,2,2026-02-18 17:27:57.692675
JAYKAY,Jaykay Enterprises Limited,EQ,03-DEC-2025,1,1,INE903A01025,1,2026-02-18 17:27:57.692675
JAYNECOIND,Jayaswal Neco Industries Limited,EQ,10-MAY-1995,10,1,INE854B01010,10,2026-02-18 17:27:57.692675
JAYSREETEA,Jayshree Tea & Industries Limited,EQ,15-FEB-1995,5,1,INE364A01020,5,2026-02-18 17:27:57.692675
JBCHEPHARM,JB Chemicals & Pharmaceuticals Limited,EQ,29-APR-2003,1,1,INE572A01036,1,2026-02-18 17:27:57.692675
JBMA,JBM Auto Limited,EQ,17-DEC-2004,1,1,INE927D01051,1,2026-02-18 17:27:57.692675
JGCHEM,J.G.Chemicals Limited,EQ,13-MAR-2024,10,1,INE0MB501011,10,2026-02-18 17:27:57.692675
JHS,JHS Svendgaard Laboratories Limited,EQ,21-OCT-2006,10,1,INE544H01014,10,2026-02-18 17:27:57.692675
JINDALPHOT,Jindal Photo Limited,EQ,07-APR-2005,10,1,INE796G01012,10,2026-02-18 17:27:57.692675
JINDALPOLY,Jindal Poly Films Limited,EQ,21-JAN-2002,10,1,INE197D01010,10,2026-02-18 17:27:57.692675
JINDALSAW,Jindal Saw Limited,EQ,29-APR-2003,1,1,INE324A01032,1,2026-02-18 17:27:57.692675
JINDALSTEL,JINDAL STEEL LIMITED,EQ,29-DEC-1999,1,1,INE749A01030,1,2026-02-18 17:27:57.692675
JINDRILL,Jindal Drilling And Industries Limited,EQ,22-DEC-2006,5,1,INE742C01031,5,2026-02-18 17:27:57.692675
JINDWORLD,Jindal Worldwide Limited,EQ,25-NOV-2010,1,1,INE247D01039,1,2026-02-18 17:27:57.692675
JIOFIN,Jio Financial Services Limited,EQ,21-AUG-2023,10,1,INE758E01017,10,2026-02-18 17:27:57.692675
JISLDVREQS,Jain Irrigation Systems Limited,EQ,30-NOV-2011,2,1,IN9175A01010,2,2026-02-18 17:27:57.692675
JISLJALEQS,Jain Irrigation Systems Limited,EQ,13-AUG-2001,2,1,INE175A01038,2,2026-02-18 17:27:57.692675
JITFINFRA,JITF Infralogistics Limited,EQ,27-FEB-2017,2,1,INE863T01013,2,2026-02-18 17:27:57.692675
JKCEMENT,JK Cement Limited,EQ,14-MAR-2006,10,1,INE823G01014,10,2026-02-18 17:27:57.692675
JKIL,J.Kumar Infraprojects Limited,EQ,12-FEB-2008,5,1,INE576I01022,5,2026-02-18 17:27:57.692675
JKIPL,Jinkushal Industries Limited,EQ,03-OCT-2025,10,1,INE1FF001016,10,2026-02-18 17:27:57.692675
JKLAKSHMI,JK Lakshmi Cement Limited,EQ,19-JUN-2006,5,1,INE786A01032,5,2026-02-18 17:27:57.692675
JKPAPER,JK Paper Limited,EQ,16-JUN-2005,10,1,INE789E01012,10,2026-02-18 17:27:57.692675
JKTYRE,JK Tyre & Industries Limited,EQ,19-MAR-2007,2,1,INE573A01042,2,2026-02-18 17:27:57.692675
JLHL,Jupiter Life Line Hospitals Limited,EQ,18-SEP-2023,10,1,INE682M01012,10,2026-02-18 17:27:57.692675
JMA,Jullundur Motor Agency (Delhi) Limited,EQ,16-MAR-2015,2,1,INE412C01023,2,2026-02-18 17:27:57.692675
JMFINANCIL,JM Financial Limited,EQ,10-OCT-2006,1,1,INE780C01023,1,2026-02-18 17:27:57.692675
JNKINDIA,JNK India Limited,EQ,30-APR-2024,2,1,INE0OAF01028,2,2026-02-18 17:27:57.692675
JOCIL,Jocil Limited,EQ,08-OCT-2008,10,1,INE839G01010,10,2026-02-18 17:27:57.692675
JPOLYINVST,Jindal Poly Investment and Finance Company Limited,EQ,11-NOV-2013,10,1,INE147P01019,10,2026-02-18 17:27:57.692675
JPPOWER,Jaiprakash Power Ventures Limited,EQ,18-APR-2005,10,1,INE351F01018,10,2026-02-18 17:27:57.692675
